Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,197,3,P:Microsoft.Win32.FileDialog.FileName,,,,,Process.Start(new ProcessStartInfo(saveTextFileDialog.FileName) { UseShellExecute = true });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,179,2,T:System.Windows.RoutedEventArgs,,,,,"private void SaveButton_Click(object sender, RoutedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,187,4,T:Microsoft.Win32.SaveFileDialog,,,,,ExportPath.Text = saveTextFileDialog.FileName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,187,4,P:Microsoft.Win32.FileDialog.FileName,,,,,ExportPath.Text = saveTextFileDialog.FileName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,187,4,T:System.Windows.Controls.TextBlock,,,,,ExportPath.Text = saveTextFileDialog.FileName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,187,4,P:System.Windows.Controls.TextBlock.Text,,,,,ExportPath.Text = saveTextFileDialog.FileName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,186,4,T:Microsoft.Win32.SaveFileDialog,,,,,"File.WriteAllText(saveTextFileDialog.FileName, imagePrinter.ToString(), Encoding.ASCII);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,186,4,P:Microsoft.Win32.FileDialog.FileName,,,,,"File.WriteAllText(saveTextFileDialog.FileName, imagePrinter.ToString(), Encoding.ASCII);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,184,3,T:Microsoft.Win32.SaveFileDialog,,,,,"if (saveTextFileDialog.ShowDialog() == true)  			{  				File.WriteAllText(saveTextFileDialog.FileName, imagePrinter.ToString(), Encoding.ASCII);  				ExportPath.Text = saveTextFileDialog.FileName;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,184,3,M:Microsoft.Win32.CommonDialog.ShowDialog,,,,,"if (saveTextFileDialog.ShowDialog() == true)  			{  				File.WriteAllText(saveTextFileDialog.FileName, imagePrinter.ToString(), Encoding.ASCII);  				ExportPath.Text = saveTextFileDialog.FileName;  			}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,181,3,T:Microsoft.Win32.SaveFileDialog,,,,,saveTextFileDialog.FileName = imagePrinter.FileName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,181,3,P:Microsoft.Win32.FileDialog.FileName,,,,,saveTextFileDialog.FileName = imagePrinter.FileName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,159,2,T:System.Windows.RoutedEventArgs,,,,,"private void OpenButton_Click(object sender, RoutedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,172,4,T:System.Windows.Controls.CheckBox,,,,,ReverseGrayscale.IsChecked = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,172,4,P:System.Windows.Controls.Primitives.ToggleButton.IsChecked,,,,,ReverseGrayscale.IsChecked = false;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,169,4,T:System.Drawing.Bitmap,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,169,4,T:System.Windows.Media.Imaging.BitmapSource,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,169,4,T:System.Windows.Controls.Image,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,169,4,T:System.Windows.Media.ImageSource,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,169,4,P:System.Windows.Controls.Image.Source,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,166,4,T:System.Windows.Controls.TextBlock,,,,,ImagePath.Text = filePath;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,166,4,P:System.Windows.Controls.TextBlock.Text,,,,,ImagePath.Text = filePath;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,164,4,T:Microsoft.Win32.OpenFileDialog,,,,,string filePath = openImageDialog.FileName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,164,4,P:Microsoft.Win32.FileDialog.FileName,,,,,string filePath = openImageDialog.FileName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,162,3,T:Microsoft.Win32.OpenFileDialog,,,,,if (openImageDialog.ShowDialog() == true)  			{  				string filePath = openImageDialog.FileName;  				imagePrinter = new(filePath);  				ImagePath.Text = filePath;    				// Display the image in the preview box  				ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);    				// Reset grayscale Inversion  				ReverseGrayscale.IsChecked = false;  			}
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,162,3,M:Microsoft.Win32.CommonDialog.ShowDialog,,,,,if (openImageDialog.ShowDialog() == true)  			{  				string filePath = openImageDialog.FileName;  				imagePrinter = new(filePath);  				ImagePath.Text = filePath;    				// Display the image in the preview box  				ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);    				// Reset grayscale Inversion  				ReverseGrayscale.IsChecked = false;  			}
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,150,2,T:System.Windows.RoutedEventArgs,,,,,"private void UpdateGrayscale(object sender, RoutedEventArgs e)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,147,3,T:System.Drawing.Bitmap,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,147,3,T:System.Windows.Media.Imaging.BitmapSource,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,147,3,T:System.Windows.Controls.Image,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,147,3,T:System.Windows.Media.ImageSource,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,147,3,P:System.Windows.Controls.Image.Source,,,,,ImagePreview.Source = CreatePreviewImage(imagePrinter.Picture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,146,3,T:System.Windows.Controls.Slider,,,,,imagePrinter.UpdateResolution(ResolutionValue.Value);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,146,3,P:System.Windows.Controls.Primitives.RangeBase.Value,,,,,imagePrinter.UpdateResolution(ResolutionValue.Value);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,145,30,T:System.Windows.Controls.Slider,,,,,PercentageBox.Text = (ResolutionValue.Value * 100).ToString();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,145,30,P:System.Windows.Controls.Primitives.RangeBase.Value,,,,,PercentageBox.Text = (ResolutionValue.Value * 100).ToString();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,145,30,T:System.Windows.Controls.TextBox,,,,,PercentageBox.Text = (ResolutionValue.Value * 100).ToString();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,145,30,P:System.Windows.Controls.TextBox.Text,,,,,PercentageBox.Text = (ResolutionValue.Value * 100).ToString();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,145,3,T:System.Windows.Controls.TextBox,,,,,if (PercentageBox != null) PercentageBox.Text = (ResolutionValue.Value * 100).ToString();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,144,3,T:System.Windows.Controls.Slider,,,,,"ResolutionValue.Value = Math.Round(ResolutionValue.Value, 2);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,144,3,P:System.Windows.Controls.Primitives.RangeBase.Value,,,,,"ResolutionValue.Value = Math.Round(ResolutionValue.Value, 2);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,144,3,T:System.Windows.Controls.Slider,,,,,"ResolutionValue.Value = Math.Round(ResolutionValue.Value, 2);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,144,3,P:System.Windows.Controls.Primitives.RangeBase.Value,,,,,"ResolutionValue.Value = Math.Round(ResolutionValue.Value, 2);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,118,2,T:System.Drawing.Bitmap,,,,,private static BitmapSource CreatePreviewImage(Bitmap bitmap)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,118,2,T:System.Windows.Media.Imaging.BitmapSource,,,,,private static BitmapSource CreatePreviewImage(Bitmap bitmap)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,T:System.Windows.Media.Imaging.BitmapSizeOptions,,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,T:System.Windows.Media.Imaging.BitmapSizeOptions,,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,M:System.Windows.Media.Imaging.BitmapSizeOptions.FromEmptyOptions,,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,T:System.Windows.Int32Rect,,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,T:System.Windows.Int32Rect,,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,P:System.Windows.Int32Rect.Empty,,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,T:System.Windows.Interop.Imaging,,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,T:System.Windows.Media.Imaging.BitmapSource,,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,126,4,"M:System.Windows.Interop.Imaging.CreateBitmapSourceFromHBitmap(System.IntPtr,System.IntPtr,System.Windows.Int32Rect,System.Windows.Media.Imaging.BitmapSizeOptions)",,,,,"return Imaging.CreateBitmapSourceFromHBitmap(hBitmap, IntPtr.Zero, Int32Rect.Empty, BitmapSizeOptions.FromEmptyOptions());"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,121,3,M:System.Drawing.Bitmap.GetHbitmap,,,,,IntPtr hBitmap = bitmap.GetHbitmap();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,109,4,T:System.Windows.Controls.ListBox,,,,,ASCIIcharsBox.Items.Add(textBox);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,109,4,T:System.Windows.Controls.ItemCollection,,,,,ASCIIcharsBox.Items.Add(textBox);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,109,4,P:System.Windows.Controls.ItemsControl.Items,,,,,ASCIIcharsBox.Items.Add(textBox);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,109,4,M:System.Windows.Controls.ItemCollection.Add(System.Object),,,,,ASCIIcharsBox.Items.Add(textBox);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,102,4,P:System.Windows.Controls.TextBox.Text,,,,,"TextBox textBox = new()  				{  					FontSize = 20,  					Width = 25,  					MaxLength = 1,  					Text = character.ToString()  				};"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,102,4,P:System.Windows.Controls.TextBox.MaxLength,,,,,"TextBox textBox = new()  				{  					FontSize = 20,  					Width = 25,  					MaxLength = 1,  					Text = character.ToString()  				};"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,102,4,P:System.Windows.FrameworkElement.Width,,,,,"TextBox textBox = new()  				{  					FontSize = 20,  					Width = 25,  					MaxLength = 1,  					Text = character.ToString()  				};"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,102,4,P:System.Windows.Controls.Control.FontSize,,,,,"TextBox textBox = new()  				{  					FontSize = 20,  					Width = 25,  					MaxLength = 1,  					Text = character.ToString()  				};"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,102,4,T:System.Windows.Controls.TextBox,,,,,"TextBox textBox = new()  				{  					FontSize = 20,  					Width = 25,  					MaxLength = 1,  					Text = character.ToString()  				};"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,102,4,M:System.Windows.Controls.TextBox.#ctor,,,,,"TextBox textBox = new()  				{  					FontSize = 20,  					Width = 25,  					MaxLength = 1,  					Text = character.ToString()  				};"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,98,3,T:System.Windows.Controls.ListBox,,,,,ASCIIcharsBox.Items.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,98,3,T:System.Windows.Controls.ItemCollection,,,,,ASCIIcharsBox.Items.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,98,3,P:System.Windows.Controls.ItemsControl.Items,,,,,ASCIIcharsBox.Items.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,98,3,M:System.Windows.Controls.ItemCollection.Clear,,,,,ASCIIcharsBox.Items.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,92,4,T:System.Windows.Controls.Menu,,,,,ASCIISetPicker.Items.Add(item);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,92,4,T:System.Windows.Controls.ItemCollection,,,,,ASCIISetPicker.Items.Add(item);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,92,4,P:System.Windows.Controls.ItemsControl.Items,,,,,ASCIISetPicker.Items.Add(item);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,92,4,M:System.Windows.Controls.ItemCollection.Add(System.Object),,,,,ASCIISetPicker.Items.Add(item);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,91,4,T:System.Windows.RoutedEventHandler,,,,,item.Click += MenuItem_Click;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,91,4,T:System.Windows.RoutedEventHandler,,,,,item.Click += MenuItem_Click;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,91,4,E:System.Windows.Controls.MenuItem.Click,,,,,item.Click += MenuItem_Click;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,90,4,P:System.Windows.Controls.HeaderedItemsControl.Header,,,,,MenuItem item = new() { Header = set };
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,90,4,T:System.Windows.Controls.MenuItem,,,,,MenuItem item = new() { Header = set };
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,90,4,M:System.Windows.Controls.MenuItem.#ctor,,,,,MenuItem item = new() { Header = set };
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,87,3,T:System.Windows.Controls.Menu,,,,,ASCIISetPicker.Items.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,87,3,T:System.Windows.Controls.ItemCollection,,,,,ASCIISetPicker.Items.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,87,3,P:System.Windows.Controls.ItemsControl.Items,,,,,ASCIISetPicker.Items.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,87,3,M:System.Windows.Controls.ItemCollection.Clear,,,,,ASCIISetPicker.Items.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,81,2,M:System.Windows.Window.#ctor,,,,,public MainWindow()  		{  			InitializeComponent();  			ResetListBox();    			// Add ASCII sets  			ASCIISetPicker.Items.Clear();  			foreach (ImagePrinter.ASCIISet set in Enum.GetValues(typeof(ImagePrinter.ASCIISet)))  			{  				MenuItem item = new() { Header = set };  				item.Click += MenuItem_Click;  				ASCIISetPicker.Items.Add(item);  			}  		}
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,66,33,T:Microsoft.Win32.SaveFileDialog,,,,,"saveTextFileDialog = new()  		{  			Filter = ""Text File|*.txt"",  			Title = ""Save the ASCII as a Text File"",  			CheckPathExists = true,  			DefaultExt = ""txt"",  			InitialDirectory = Environment.GetFolderPath(Environment.SpecialFolder.MyDocuments)  		}"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,56,33,T:Microsoft.Win32.OpenFileDialog,,,,,"openImageDialog = new()  		{  			Filter = GenerateFilter(),  			Title = ""Open image"",  			InitialDirectory = Environment.GetFolderPath(Environment.SpecialFolder.MyPictures)  		}"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,44,3,T:System.Drawing.Imaging.ImageFormat,,,,,"string codecFilter = string.Join('|', formats.Select(format => $""{format.Key} files ({format.Value})|{format.Value}""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,30,3,T:System.Drawing.Imaging.ImageFormat,,,,,"Dictionary<ImageFormat, string> formats = new()  			{  				{ ImageFormat.Bmp, ""*.bmp"" },  				{ ImageFormat.Emf, ""*.emf"" },  				{ ImageFormat.Exif, ""*.exif"" },  				{ ImageFormat.Gif, ""*.gif"" },  				{ ImageFormat.Icon, ""*.ico"" },  				{ ImageFormat.Jpeg, ""*.jpeg;*.jpg;*.jpe;*.jfif;*.jif"" },  				{ ImageFormat.Png, ""*.png"" },  				{ ImageFormat.Tiff, ""*.tiff;*.tif"" },  				{ ImageFormat.Wmf, ""*.wmf"" }  			};"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Image Printer GUI\Image Printer GUI.csproj,File,Image Printer GUI\MainWindow.xaml.cs,30,3,T:System.Drawing.Imaging.ImageFormat,,,,,"Dictionary<ImageFormat, string> formats = new()  			{  				{ ImageFormat.Bmp, ""*.bmp"" },  				{ ImageFormat.Emf, ""*.emf"" },  				{ ImageFormat.Exif, ""*.exif"" },  				{ ImageFormat.Gif, ""*.gif"" },  				{ ImageFormat.Icon, ""*.ico"" },  				{ ImageFormat.Jpeg, ""*.jpeg;*.jpg;*.jpe;*.jfif;*.jif"" },  				{ ImageFormat.Png, ""*.png"" },  				{ ImageFormat.Tiff, ""*.tiff;*.tif"" },  				{ ImageFormat.Wmf, ""*.wmf"" }  			};"
